store_code,store_name,country_code,region_code,tax_jurisdiction_code,format_code,city,state_code,postal_code,address_line1,latitude,longitude,store_open_date,store_close_date,lifecycle_status,floor_area_sqft,annual_rent_usd,is_active,effective_start_date,effective_end_date,created_at,source_system
TW_0001,Apple 台東,TW,GREATER_CHINA,TW_STD,MINI,台東,,579,忠義巷45號,22.335036,120.638071,2017-08-30,,ACTIVE,13060,17020947,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.440142,RETAIL_OPS
TW_0002,Apple 白沙,TW,GREATER_CHINA,TW_STD,FLG,白沙,,18138,永和巷2段16號,22.769877,121.157765,2021-11-22,,ACTIVE,20786,6334393,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.440744,RETAIL_OPS
HK_0001,Apple 連江,HK,GREATER_CHINA,HK_STD,MALL,連江,,799,莒光街4段9號,22.409346,113.874218,2019-04-19,,ACTIVE,10220,2180123,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.441377,RETAIL_OPS
HK_0002,Apple 古坑市,HK,GREATER_CHINA,HK_STD,MINI,古坑市,,23933,明德路1號,22.573323,114.358179,2023-05-13,,ACTIVE,15306,2015842,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.441973,RETAIL_OPS
NL_0001,Apple Abbega,NL,EMEA,NL_STD,MALL,Abbega,,1594 EU,Pieterhof 270,51.621791,4.579545,2026-04-10,,ACTIVE,6508,965937,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.442584,RETAIL_OPS
NL_0002,Apple Kerkwijk,NL,EMEA,NL_STD,FLG,Kerkwijk,,1659 GA,Ivystraat 28,53.272013,6.740199,2016-05-22,,ACTIVE,11096,8043275,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.443219,RETAIL_OPS
SE_0001,Apple Lidköping,SE,EMEA,SE_STD,MALL,Lidköping,,84565,Industrivägen 124,60.985481,11.750044,2021-03-30,,ACTIVE,23456,6885428,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.443813,RETAIL_OPS
SE_0002,Apple Motala,SE,EMEA,SE_STD,MINI,Motala,,60737,Aspgatan 51,60.663782,18.875607,2022-07-13,,ACTIVE,11929,16538697,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.444430,RETAIL_OPS
CH_0001,Apple Hinwil,CH,EMEA,CH_STD,MINI,Hinwil,,3297,Hürlimannstrasse 30,46.009596,10.345874,2018-12-11,,ACTIVE,15852,12004838,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.445029,RETAIL_OPS
CH_0002,Apple Flawil,CH,EMEA,CH_STD,MINI,Flawil,,6362,Felderstrasse 9,45.928524,7.406218,2018-05-31,,ACTIVE,6670,18801797,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.445672,RETAIL_OPS
SG_0001,Apple New Natasha,SG,APAC,SG_STD,MINI,New Natasha,,85287,40497 Smith Curve,1.458049,103.729805,2024-08-15,,ACTIVE,9976,8316929,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.446563,RETAIL_OPS
SG_0002,Apple Rachelstad,SG,APAC,SG_STD,FLG,Rachelstad,,57768,97498 Donald Ports,1.237524,103.656131,2025-11-05,,ACTIVE,14117,9340750,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.447309,RETAIL_OPS
AE_0001,Apple Michaelville,AE,APAC,AE_STD,MALL,Michaelville,,84363,24565 Jason Park Apt. 474,25.277751,55.54946,2018-12-29,,ACTIVE,8109,3017188,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.448015,RETAIL_OPS
AE_0002,Apple Reidborough,AE,APAC,AE_STD,FLG,Reidborough,,73019,414 John Knolls Apt. 971,24.930149,55.138257,2016-12-19,,ACTIVE,5205,19209062,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.448734,RETAIL_OPS
AT_0001,Apple Schwanenstadt,AT,EMEA,AT_STD,MALL,Schwanenstadt,,8318,Malena-Mathis-Straße 6,48.888243,16.601663,2022-07-26,,ACTIVE,23814,5466554,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.449369,RETAIL_OPS
IE_0001,Apple Karen Ville,IE,EMEA,IE_STD,FLG,Karen Ville,,A4530D3,69 Segersun Street,53.848713,-8.230496,2024-07-27,,ACTIVE,21519,660419,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.450032,RETAIL_OPS
MX_0001,Apple Nueva Sri Lanka,MX,AMER,MX_STD,FLG,Nueva Sri Lanka,,16372-6789,Circuito Ecuador 605 599,20.670343,-92.727567,2019-05-16,,ACTIVE,6113,11263035,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.450669,RETAIL_OPS
IN_0001,Apple Bharatpur,IN,APAC,IN_RJ_STD,FLG,Bharatpur,RJ,367537,"22/425, Bala Road",16.56836,82.670147,2024-05-03,,ACTIVE,22137,4381505,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.451296,RETAIL_OPS
BR_0001,Apple Rios,BR,AMER,BR_RS_STD,FLG,Rios,RS,47767-181,"Conjunto Natália Mendes, 714",-11.935432,-66.273495,2019-04-13,,ACTIVE,12376,13667436,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.451926,RETAIL_OPS
TR_0001,Apple Çalımmouth,TR,EMEA,TR_STD,MALL,Çalımmouth,,31240,766 Erdoğan Ford Apt. 451,37.056451,35.474315,2024-12-29,,ACTIVE,17178,15008359,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.452882,RETAIL_OPS
