sku_code,country_code,local_part_number,local_launch_date,local_discontinue_date,is_available,created_at,source_system
MA5507BLL/A,KR,MA5507BKH/A,2022-09-17,,Y,2026-04-17 15:11:39.193976,MDM_PRODUCT
MA5507BLL/A,IN,MA5507BHN/A,2022-10-11,,Y,2026-04-17 15:11:39.193979,MDM_PRODUCT
MA5507BLL/A,AU,MA5507BX/A,2022-09-19,,Y,2026-04-17 15:11:39.193983,MDM_PRODUCT
MA5507BLL/A,NZ,MA5507BX/A,2022-09-23,,Y,2026-04-17 15:11:39.193987,MDM_PRODUCT
MA5507BLL/A,SG,MA5507BZA/A,2022-09-22,,Y,2026-04-17 15:11:39.193991,MDM_PRODUCT
MA5507BLL/A,MY,MA5507BD/A,2022-10-14,,Y,2026-04-17 15:11:39.193995,MDM_PRODUCT
MA5507BLL/A,TH,MA5507BTH/A,2022-10-03,,Y,2026-04-17 15:11:39.193998,MDM_PRODUCT
MA5507BLL/A,AE,MA5507BAB/A,2022-09-28,,Y,2026-04-17 15:11:39.194003,MDM_PRODUCT
MA5507BLL/A,SA,MA5507BAB/A,2022-09-24,,Y,2026-04-17 15:11:39.194007,MDM_PRODUCT
MFE42B2LL/A,US,MFE42B2LL/A,2022-09-16,,Y,2026-04-17 15:11:39.194043,MDM_PRODUCT
MFE42B2LL/A,CA,MFE42B2VC/A,2022-09-17,,Y,2026-04-17 15:11:39.194047,MDM_PRODUCT
MFE42B2LL/A,MX,MFE42B2LM/A,2022-09-19,,Y,2026-04-17 15:11:39.194051,MDM_PRODUCT
MFE42B2LL/A,BR,MFE42B2BZ/A,2022-09-23,,Y,2026-04-17 15:11:39.194055,MDM_PRODUCT
MFE42B2LL/A,UK,MFE42B2B/A,2022-09-19,,Y,2026-04-17 15:11:39.194059,MDM_PRODUCT
MFE42B2LL/A,DE,MFE42B2ZD/A,2022-09-18,,Y,2026-04-17 15:11:39.194063,MDM_PRODUCT
MFE42B2LL/A,FR,MFE42B2NF/A,2022-09-17,,Y,2026-04-17 15:11:39.194067,MDM_PRODUCT
MFE42B2LL/A,IT,MFE42B2T/A,2022-09-18,,Y,2026-04-17 15:11:39.194070,MDM_PRODUCT
MFE42B2LL/A,ES,MFE42B2Y/A,2022-09-17,,Y,2026-04-17 15:11:39.194076,MDM_PRODUCT
MFE42B2LL/A,NL,MFE42B2N/A,2022-09-18,,Y,2026-04-17 15:11:39.194080,MDM_PRODUCT
MFE42B2LL/A,SE,MFE42B2KS/A,2022-09-20,,Y,2026-04-17 15:11:39.194084,MDM_PRODUCT
MFE42B2LL/A,CH,MFE42B2ZD/A,2022-09-23,,Y,2026-04-17 15:11:39.194088,MDM_PRODUCT
MFE42B2LL/A,BE,MFE42B2BFN/A,2022-09-22,,Y,2026-04-17 15:11:39.194092,MDM_PRODUCT
MFE42B2LL/A,NO,MFE42B2H/A,2022-09-22,,Y,2026-04-17 15:11:39.194095,MDM_PRODUCT
MFE42B2LL/A,DK,MFE42B2DK/A,2022-09-20,,Y,2026-04-17 15:11:39.194099,MDM_PRODUCT
MFE42B2LL/A,FI,MFE42B2KN/A,2022-09-21,,Y,2026-04-17 15:11:39.194103,MDM_PRODUCT
MFE42B2LL/A,IE,MFE42B2B/A,2022-09-24,,Y,2026-04-17 15:11:39.194107,MDM_PRODUCT
MFE42B2LL/A,AT,MFE42B2ZD/A,2022-09-22,,Y,2026-04-17 15:11:39.194111,MDM_PRODUCT
MFE42B2LL/A,PL,MFE42B2ZE/A,2022-09-19,,Y,2026-04-17 15:11:39.194115,MDM_PRODUCT
MFE42B2LL/A,TR,MFE42B2TU/A,2022-09-27,,Y,2026-04-17 15:11:39.194118,MDM_PRODUCT
MFE42B2LL/A,ZA,MFE42B2XA/A,2022-10-13,,Y,2026-04-17 15:11:39.194122,MDM_PRODUCT
MFE42B2LL/A,IL,MFE42B2HB/A,2022-09-25,,Y,2026-04-17 15:11:39.194126,MDM_PRODUCT
MFE42B2LL/A,JP,MFE42B2J/A,2022-09-19,,Y,2026-04-17 15:11:39.194130,MDM_PRODUCT
MFE42B2LL/A,CN,MFE42B2CH/A,2022-09-19,,Y,2026-04-17 15:11:39.194134,MDM_PRODUCT
MFE42B2LL/A,HK,MFE42B2ZP/A,2022-09-22,,Y,2026-04-17 15:11:39.194138,MDM_PRODUCT
MFE42B2LL/A,TW,MFE42B2FE/A,2022-09-17,,Y,2026-04-17 15:11:39.194141,MDM_PRODUCT
MFE42B2LL/A,KR,MFE42B2KH/A,2022-09-23,,Y,2026-04-17 15:11:39.194146,MDM_PRODUCT
MFE42B2LL/A,IN,MFE42B2HN/A,2022-09-30,,Y,2026-04-17 15:11:39.194149,MDM_PRODUCT
MFE42B2LL/A,AU,MFE42B2X/A,2022-09-19,,Y,2026-04-17 15:11:39.194153,MDM_PRODUCT
MFE42B2LL/A,NZ,MFE42B2X/A,2022-09-25,,Y,2026-04-17 15:11:39.194157,MDM_PRODUCT
MFE42B2LL/A,SG,MFE42B2ZA/A,2022-09-23,,Y,2026-04-17 15:11:39.194161,MDM_PRODUCT
MFE42B2LL/A,MY,MFE42B2D/A,2022-10-05,,Y,2026-04-17 15:11:39.194165,MDM_PRODUCT
MFE42B2LL/A,TH,MFE42B2TH/A,2022-10-03,,Y,2026-04-17 15:11:39.194169,MDM_PRODUCT
MFE42B2LL/A,AE,MFE42B2AB/A,2022-09-26,,Y,2026-04-17 15:11:39.194173,MDM_PRODUCT
MFE42B2LL/A,SA,MFE42B2AB/A,2022-09-26,,Y,2026-04-17 15:11:39.194176,MDM_PRODUCT
M809BA0LL/A,US,M809BA0LL/A,2022-09-16,,Y,2026-04-17 15:11:39.194200,MDM_PRODUCT
M809BA0LL/A,CA,M809BA0VC/A,2022-09-19,,Y,2026-04-17 15:11:39.194204,MDM_PRODUCT
M809BA0LL/A,MX,M809BA0LM/A,2022-09-21,,Y,2026-04-17 15:11:39.194208,MDM_PRODUCT
M809BA0LL/A,BR,M809BA0BZ/A,2022-10-02,,Y,2026-04-17 15:11:39.194212,MDM_PRODUCT
M809BA0LL/A,UK,M809BA0B/A,2022-09-17,,Y,2026-04-17 15:11:39.194215,MDM_PRODUCT
M809BA0LL/A,DE,M809BA0ZD/A,2022-09-17,,Y,2026-04-17 15:11:39.194219,MDM_PRODUCT
M809BA0LL/A,FR,M809BA0NF/A,2022-09-19,,Y,2026-04-17 15:11:39.194223,MDM_PRODUCT
M809BA0LL/A,IT,M809BA0T/A,2022-09-17,,Y,2026-04-17 15:11:39.194227,MDM_PRODUCT
M809BA0LL/A,ES,M809BA0Y/A,2022-09-18,,Y,2026-04-17 15:11:39.194231,MDM_PRODUCT
M809BA0LL/A,NL,M809BA0N/A,2022-09-17,,Y,2026-04-17 15:11:39.194235,MDM_PRODUCT
M809BA0LL/A,SE,M809BA0KS/A,2022-09-24,,Y,2026-04-17 15:11:39.194240,MDM_PRODUCT
M809BA0LL/A,CH,M809BA0ZD/A,2022-09-26,,Y,2026-04-17 15:11:39.194244,MDM_PRODUCT
M809BA0LL/A,BE,M809BA0BFN/A,2022-09-26,,Y,2026-04-17 15:11:39.194248,MDM_PRODUCT
M809BA0LL/A,NO,M809BA0H/A,2022-09-20,,Y,2026-04-17 15:11:39.194252,MDM_PRODUCT
M809BA0LL/A,DK,M809BA0DK/A,2022-09-19,,Y,2026-04-17 15:11:39.194258,MDM_PRODUCT
M809BA0LL/A,FI,M809BA0KN/A,2022-09-22,,Y,2026-04-17 15:11:39.194262,MDM_PRODUCT
M809BA0LL/A,IE,M809BA0B/A,2022-09-23,,Y,2026-04-17 15:11:39.194266,MDM_PRODUCT
M809BA0LL/A,AT,M809BA0ZD/A,2022-09-21,,Y,2026-04-17 15:11:39.194269,MDM_PRODUCT
M809BA0LL/A,PL,M809BA0ZE/A,2022-09-22,,Y,2026-04-17 15:11:39.194273,MDM_PRODUCT
M809BA0LL/A,TR,M809BA0TU/A,2022-09-30,,Y,2026-04-17 15:11:39.194277,MDM_PRODUCT
M809BA0LL/A,ZA,M809BA0XA/A,2022-10-03,,Y,2026-04-17 15:11:39.194281,MDM_PRODUCT
M809BA0LL/A,IL,M809BA0HB/A,2022-09-30,,Y,2026-04-17 15:11:39.194285,MDM_PRODUCT
M809BA0LL/A,JP,M809BA0J/A,2022-09-17,,Y,2026-04-17 15:11:39.194289,MDM_PRODUCT
M809BA0LL/A,CN,M809BA0CH/A,2022-09-20,,Y,2026-04-17 15:11:39.194293,MDM_PRODUCT
M809BA0LL/A,HK,M809BA0ZP/A,2022-09-22,,Y,2026-04-17 15:11:39.194297,MDM_PRODUCT
M809BA0LL/A,TW,M809BA0FE/A,2022-09-20,,Y,2026-04-17 15:11:39.194301,MDM_PRODUCT
M809BA0LL/A,KR,M809BA0KH/A,2022-09-18,,Y,2026-04-17 15:11:39.194305,MDM_PRODUCT
M809BA0LL/A,IN,M809BA0HN/A,2022-10-01,,Y,2026-04-17 15:11:39.194309,MDM_PRODUCT
M809BA0LL/A,AU,M809BA0X/A,2022-09-17,,Y,2026-04-17 15:11:39.194312,MDM_PRODUCT
M809BA0LL/A,NZ,M809BA0X/A,2022-09-24,,Y,2026-04-17 15:11:39.194316,MDM_PRODUCT
M809BA0LL/A,SG,M809BA0ZA/A,2022-09-18,,Y,2026-04-17 15:11:39.194320,MDM_PRODUCT
M809BA0LL/A,MY,M809BA0D/A,2022-09-30,,Y,2026-04-17 15:11:39.194324,MDM_PRODUCT
M809BA0LL/A,TH,M809BA0TH/A,2022-10-13,,Y,2026-04-17 15:11:39.194328,MDM_PRODUCT
M809BA0LL/A,AE,M809BA0AB/A,2022-09-26,,Y,2026-04-17 15:11:39.194332,MDM_PRODUCT
M809BA0LL/A,SA,M809BA0AB/A,2022-09-27,,Y,2026-04-17 15:11:39.194335,MDM_PRODUCT
M3A7EC1LL/A,US,M3A7EC1LL/A,2022-09-16,,Y,2026-04-17 15:11:39.194359,MDM_PRODUCT
M3A7EC1LL/A,CA,M3A7EC1VC/A,2022-09-18,,Y,2026-04-17 15:11:39.194363,MDM_PRODUCT
M3A7EC1LL/A,MX,M3A7EC1LM/A,2022-09-20,,Y,2026-04-17 15:11:39.194367,MDM_PRODUCT
M3A7EC1LL/A,BR,M3A7EC1BZ/A,2022-09-24,,Y,2026-04-17 15:11:39.194370,MDM_PRODUCT
M3A7EC1LL/A,UK,M3A7EC1B/A,2022-09-17,,Y,2026-04-17 15:11:39.194374,MDM_PRODUCT
M3A7EC1LL/A,DE,M3A7EC1ZD/A,2022-09-18,,Y,2026-04-17 15:11:39.194378,MDM_PRODUCT
M3A7EC1LL/A,FR,M3A7EC1NF/A,2022-09-18,,Y,2026-04-17 15:11:39.194382,MDM_PRODUCT
M3A7EC1LL/A,IT,M3A7EC1T/A,2022-09-19,,Y,2026-04-17 15:11:39.194386,MDM_PRODUCT
M3A7EC1LL/A,ES,M3A7EC1Y/A,2022-09-17,,Y,2026-04-17 15:11:39.194390,MDM_PRODUCT
M3A7EC1LL/A,NL,M3A7EC1N/A,2022-09-18,,Y,2026-04-17 15:11:39.194394,MDM_PRODUCT
M3A7EC1LL/A,SE,M3A7EC1KS/A,2022-09-23,,Y,2026-04-17 15:11:39.194398,MDM_PRODUCT
M3A7EC1LL/A,CH,M3A7EC1ZD/A,2022-09-24,,Y,2026-04-17 15:11:39.194402,MDM_PRODUCT
M3A7EC1LL/A,BE,M3A7EC1BFN/A,2022-09-21,,Y,2026-04-17 15:11:39.194406,MDM_PRODUCT
M3A7EC1LL/A,NO,M3A7EC1H/A,2022-09-19,,Y,2026-04-17 15:11:39.194409,MDM_PRODUCT
M3A7EC1LL/A,DK,M3A7EC1DK/A,2022-09-21,,Y,2026-04-17 15:11:39.194413,MDM_PRODUCT
M3A7EC1LL/A,FI,M3A7EC1KN/A,2022-09-23,,Y,2026-04-17 15:11:39.194417,MDM_PRODUCT
M3A7EC1LL/A,IE,M3A7EC1B/A,2022-09-19,,Y,2026-04-17 15:11:39.194423,MDM_PRODUCT
M3A7EC1LL/A,AT,M3A7EC1ZD/A,2022-09-19,,Y,2026-04-17 15:11:39.194426,MDM_PRODUCT
M3A7EC1LL/A,PL,M3A7EC1ZE/A,2022-09-24,,Y,2026-04-17 15:11:39.194430,MDM_PRODUCT
M3A7EC1LL/A,TR,M3A7EC1TU/A,2022-10-05,,Y,2026-04-17 15:11:39.194436,MDM_PRODUCT
M3A7EC1LL/A,ZA,M3A7EC1XA/A,2022-10-14,,Y,2026-04-17 15:11:39.194440,MDM_PRODUCT
M3A7EC1LL/A,IL,M3A7EC1HB/A,2022-09-25,,Y,2026-04-17 15:11:39.194444,MDM_PRODUCT
M3A7EC1LL/A,JP,M3A7EC1J/A,2022-09-18,,Y,2026-04-17 15:11:39.194448,MDM_PRODUCT
M3A7EC1LL/A,CN,M3A7EC1CH/A,2022-09-19,,Y,2026-04-17 15:11:39.194452,MDM_PRODUCT
M3A7EC1LL/A,HK,M3A7EC1ZP/A,2022-09-22,,Y,2026-04-17 15:11:39.194456,MDM_PRODUCT
M3A7EC1LL/A,TW,M3A7EC1FE/A,2022-09-21,,Y,2026-04-17 15:11:39.194460,MDM_PRODUCT
M3A7EC1LL/A,KR,M3A7EC1KH/A,2022-09-21,,Y,2026-04-17 15:11:39.194464,MDM_PRODUCT
M3A7EC1LL/A,IN,M3A7EC1HN/A,2022-10-07,,Y,2026-04-17 15:11:39.194467,MDM_PRODUCT
M3A7EC1LL/A,AU,M3A7EC1X/A,2022-09-19,,Y,2026-04-17 15:11:39.194471,MDM_PRODUCT
M3A7EC1LL/A,NZ,M3A7EC1X/A,2022-09-25,,Y,2026-04-17 15:11:39.194475,MDM_PRODUCT
M3A7EC1LL/A,SG,M3A7EC1ZA/A,2022-09-20,,Y,2026-04-17 15:11:39.194479,MDM_PRODUCT
M3A7EC1LL/A,MY,M3A7EC1D/A,2022-10-09,,Y,2026-04-17 15:11:39.194483,MDM_PRODUCT
M3A7EC1LL/A,TH,M3A7EC1TH/A,2022-10-14,,Y,2026-04-17 15:11:39.194487,MDM_PRODUCT
M3A7EC1LL/A,AE,M3A7EC1AB/A,2022-09-27,,Y,2026-04-17 15:11:39.194491,MDM_PRODUCT
M3A7EC1LL/A,SA,M3A7EC1AB/A,2022-09-29,,Y,2026-04-17 15:11:39.194495,MDM_PRODUCT
M77EE59LL/A,US,M77EE59LL/A,2022-09-16,,Y,2026-04-17 15:11:39.194521,MDM_PRODUCT
M77EE59LL/A,CA,M77EE59VC/A,2022-09-18,,Y,2026-04-17 15:11:39.194525,MDM_PRODUCT
M77EE59LL/A,MX,M77EE59LM/A,2022-09-23,,Y,2026-04-17 15:11:39.194528,MDM_PRODUCT
M77EE59LL/A,BR,M77EE59BZ/A,2022-09-29,,Y,2026-04-17 15:11:39.194532,MDM_PRODUCT
M77EE59LL/A,UK,M77EE59B/A,2022-09-17,,Y,2026-04-17 15:11:39.194536,MDM_PRODUCT
M77EE59LL/A,DE,M77EE59ZD/A,2022-09-17,,Y,2026-04-17 15:11:39.194540,MDM_PRODUCT
M77EE59LL/A,FR,M77EE59NF/A,2022-09-19,,Y,2026-04-17 15:11:39.194544,MDM_PRODUCT
M77EE59LL/A,IT,M77EE59T/A,2022-09-18,,Y,2026-04-17 15:11:39.194548,MDM_PRODUCT
M77EE59LL/A,ES,M77EE59Y/A,2022-09-19,,Y,2026-04-17 15:11:39.194551,MDM_PRODUCT
M77EE59LL/A,NL,M77EE59N/A,2022-09-19,,Y,2026-04-17 15:11:39.194555,MDM_PRODUCT
M77EE59LL/A,SE,M77EE59KS/A,2022-09-21,,Y,2026-04-17 15:11:39.194559,MDM_PRODUCT
M77EE59LL/A,CH,M77EE59ZD/A,2022-09-20,,Y,2026-04-17 15:11:39.194563,MDM_PRODUCT
M77EE59LL/A,BE,M77EE59BFN/A,2022-09-21,,Y,2026-04-17 15:11:39.194567,MDM_PRODUCT
M77EE59LL/A,NO,M77EE59H/A,2022-09-23,,Y,2026-04-17 15:11:39.194570,MDM_PRODUCT
M77EE59LL/A,DK,M77EE59DK/A,2022-09-20,,Y,2026-04-17 15:11:39.194574,MDM_PRODUCT
M77EE59LL/A,FI,M77EE59KN/A,2022-09-25,,Y,2026-04-17 15:11:39.194578,MDM_PRODUCT
M77EE59LL/A,IE,M77EE59B/A,2022-09-19,,Y,2026-04-17 15:11:39.194582,MDM_PRODUCT
M77EE59LL/A,AT,M77EE59ZD/A,2022-09-22,,Y,2026-04-17 15:11:39.194586,MDM_PRODUCT
M77EE59LL/A,PL,M77EE59ZE/A,2022-09-25,,Y,2026-04-17 15:11:39.194589,MDM_PRODUCT
M77EE59LL/A,TR,M77EE59TU/A,2022-09-28,,Y,2026-04-17 15:11:39.194593,MDM_PRODUCT
M77EE59LL/A,ZA,M77EE59XA/A,2022-10-01,,Y,2026-04-17 15:11:39.194597,MDM_PRODUCT
M77EE59LL/A,IL,M77EE59HB/A,2022-09-27,,Y,2026-04-17 15:11:39.194601,MDM_PRODUCT
M77EE59LL/A,JP,M77EE59J/A,2022-09-17,,Y,2026-04-17 15:11:39.194605,MDM_PRODUCT
M77EE59LL/A,CN,M77EE59CH/A,2022-09-22,,Y,2026-04-17 15:11:39.194609,MDM_PRODUCT
M77EE59LL/A,HK,M77EE59ZP/A,2022-09-23,,Y,2026-04-17 15:11:39.194612,MDM_PRODUCT
M77EE59LL/A,TW,M77EE59FE/A,2022-09-22,,Y,2026-04-17 15:11:39.194616,MDM_PRODUCT
M77EE59LL/A,KR,M77EE59KH/A,2022-09-22,,Y,2026-04-17 15:11:39.194620,MDM_PRODUCT
M77EE59LL/A,IN,M77EE59HN/A,2022-10-01,,Y,2026-04-17 15:11:39.194624,MDM_PRODUCT
M77EE59LL/A,AU,M77EE59X/A,2022-09-19,,Y,2026-04-17 15:11:39.194627,MDM_PRODUCT
M77EE59LL/A,NZ,M77EE59X/A,2022-09-20,,Y,2026-04-17 15:11:39.194632,MDM_PRODUCT
M77EE59LL/A,SG,M77EE59ZA/A,2022-09-23,,Y,2026-04-17 15:11:39.194636,MDM_PRODUCT
M77EE59LL/A,MY,M77EE59D/A,2022-10-12,,Y,2026-04-17 15:11:39.194639,MDM_PRODUCT
M77EE59LL/A,TH,M77EE59TH/A,2022-10-10,,Y,2026-04-17 15:11:39.194643,MDM_PRODUCT
M77EE59LL/A,AE,M77EE59AB/A,2022-09-28,,Y,2026-04-17 15:11:39.194647,MDM_PRODUCT
M77EE59LL/A,SA,M77EE59AB/A,2022-09-29,,Y,2026-04-17 15:11:39.194651,MDM_PRODUCT
M49635DLL/A,US,M49635DLL/A,2022-09-16,,Y,2026-04-17 15:11:39.194674,MDM_PRODUCT
M49635DLL/A,CA,M49635DVC/A,2022-09-17,,Y,2026-04-17 15:11:39.194678,MDM_PRODUCT
M49635DLL/A,MX,M49635DLM/A,2022-09-22,,Y,2026-04-17 15:11:39.194682,MDM_PRODUCT
M49635DLL/A,BR,M49635DBZ/A,2022-10-07,,Y,2026-04-17 15:11:39.194686,MDM_PRODUCT
M49635DLL/A,UK,M49635DB/A,2022-09-18,,Y,2026-04-17 15:11:39.194690,MDM_PRODUCT
M49635DLL/A,DE,M49635DZD/A,2022-09-19,,Y,2026-04-17 15:11:39.194694,MDM_PRODUCT
M49635DLL/A,FR,M49635DNF/A,2022-09-19,,Y,2026-04-17 15:11:39.194697,MDM_PRODUCT
M49635DLL/A,IT,M49635DT/A,2022-09-17,,Y,2026-04-17 15:11:39.194701,MDM_PRODUCT
M49635DLL/A,ES,M49635DY/A,2022-09-17,,Y,2026-04-17 15:11:39.194705,MDM_PRODUCT
M49635DLL/A,NL,M49635DN/A,2022-09-19,,Y,2026-04-17 15:11:39.194709,MDM_PRODUCT
M49635DLL/A,SE,M49635DKS/A,2022-09-20,,Y,2026-04-17 15:11:39.194713,MDM_PRODUCT
M49635DLL/A,CH,M49635DZD/A,2022-09-20,,Y,2026-04-17 15:11:39.194716,MDM_PRODUCT
M49635DLL/A,BE,M49635DBFN/A,2022-09-23,,Y,2026-04-17 15:11:39.194720,MDM_PRODUCT
M49635DLL/A,NO,M49635DH/A,2022-09-22,,Y,2026-04-17 15:11:39.194724,MDM_PRODUCT
M49635DLL/A,DK,M49635DDK/A,2022-09-19,,Y,2026-04-17 15:11:39.194728,MDM_PRODUCT
M49635DLL/A,FI,M49635DKN/A,2022-09-21,,Y,2026-04-17 15:11:39.194732,MDM_PRODUCT
M49635DLL/A,IE,M49635DB/A,2022-09-21,,Y,2026-04-17 15:11:39.194735,MDM_PRODUCT
M49635DLL/A,AT,M49635DZD/A,2022-09-20,,Y,2026-04-17 15:11:39.194739,MDM_PRODUCT
M49635DLL/A,PL,M49635DZE/A,2022-09-25,,Y,2026-04-17 15:11:39.194743,MDM_PRODUCT
M49635DLL/A,TR,M49635DTU/A,2022-10-04,,Y,2026-04-17 15:11:39.194747,MDM_PRODUCT
M49635DLL/A,ZA,M49635DXA/A,2022-10-12,,Y,2026-04-17 15:11:39.194751,MDM_PRODUCT
M49635DLL/A,IL,M49635DHB/A,2022-09-23,,Y,2026-04-17 15:11:39.194755,MDM_PRODUCT
M49635DLL/A,JP,M49635DJ/A,2022-09-19,,Y,2026-04-17 15:11:39.194758,MDM_PRODUCT
M49635DLL/A,CN,M49635DCH/A,2022-09-20,,Y,2026-04-17 15:11:39.194762,MDM_PRODUCT
M49635DLL/A,HK,M49635DZP/A,2022-09-23,,Y,2026-04-17 15:11:39.194771,MDM_PRODUCT
M49635DLL/A,TW,M49635DFE/A,2022-09-23,,Y,2026-04-17 15:11:39.194774,MDM_PRODUCT
M49635DLL/A,KR,M49635DKH/A,2022-09-23,,Y,2026-04-17 15:11:39.194778,MDM_PRODUCT
M49635DLL/A,IN,M49635DHN/A,2022-10-02,,Y,2026-04-17 15:11:39.194782,MDM_PRODUCT
M49635DLL/A,AU,M49635DX/A,2022-09-19,,Y,2026-04-17 15:11:39.194786,MDM_PRODUCT
M49635DLL/A,NZ,M49635DX/A,2022-09-22,,Y,2026-04-17 15:11:39.194790,MDM_PRODUCT
M49635DLL/A,SG,M49635DZA/A,2022-09-18,,Y,2026-04-17 15:11:39.194793,MDM_PRODUCT
M49635DLL/A,MY,M49635DD/A,2022-10-13,,Y,2026-04-17 15:11:39.194797,MDM_PRODUCT
M49635DLL/A,TH,M49635DTH/A,2022-10-14,,Y,2026-04-17 15:11:39.194801,MDM_PRODUCT
M49635DLL/A,AE,M49635DAB/A,2022-09-29,,Y,2026-04-17 15:11:39.194805,MDM_PRODUCT
M49635DLL/A,SA,M49635DAB/A,2022-09-28,,Y,2026-04-17 15:11:39.194809,MDM_PRODUCT
M492E4FLL/A,US,M492E4FLL/A,2022-09-16,,Y,2026-04-17 15:11:39.194834,MDM_PRODUCT
M492E4FLL/A,CA,M492E4FVC/A,2022-09-17,,Y,2026-04-17 15:11:39.194838,MDM_PRODUCT
M492E4FLL/A,MX,M492E4FLM/A,2022-09-24,,Y,2026-04-17 15:11:39.194842,MDM_PRODUCT
M492E4FLL/A,BR,M492E4FBZ/A,2022-10-03,,Y,2026-04-17 15:11:39.194847,MDM_PRODUCT
M492E4FLL/A,UK,M492E4FB/A,2022-09-18,,Y,2026-04-17 15:11:39.194851,MDM_PRODUCT
M492E4FLL/A,DE,M492E4FZD/A,2022-09-19,,Y,2026-04-17 15:11:39.194855,MDM_PRODUCT
M492E4FLL/A,FR,M492E4FNF/A,2022-09-18,,Y,2026-04-17 15:11:39.194859,MDM_PRODUCT
M492E4FLL/A,IT,M492E4FT/A,2022-09-17,,Y,2026-04-17 15:11:39.194862,MDM_PRODUCT
M492E4FLL/A,ES,M492E4FY/A,2022-09-18,,Y,2026-04-17 15:11:39.194866,MDM_PRODUCT
M492E4FLL/A,NL,M492E4FN/A,2022-09-18,,Y,2026-04-17 15:11:39.194870,MDM_PRODUCT
M492E4FLL/A,SE,M492E4FKS/A,2022-09-22,,Y,2026-04-17 15:11:39.194874,MDM_PRODUCT
M492E4FLL/A,CH,M492E4FZD/A,2022-09-20,,Y,2026-04-17 15:11:39.194878,MDM_PRODUCT
M492E4FLL/A,BE,M492E4FBFN/A,2022-09-25,,Y,2026-04-17 15:11:39.194881,MDM_PRODUCT
M492E4FLL/A,NO,M492E4FH/A,2022-09-19,,Y,2026-04-17 15:11:39.194885,MDM_PRODUCT
M492E4FLL/A,DK,M492E4FDK/A,2022-09-20,,Y,2026-04-17 15:11:39.194889,MDM_PRODUCT
M492E4FLL/A,FI,M492E4FKN/A,2022-09-26,,Y,2026-04-17 15:11:39.194893,MDM_PRODUCT
M492E4FLL/A,IE,M492E4FB/A,2022-09-20,,Y,2026-04-17 15:11:39.194897,MDM_PRODUCT
M492E4FLL/A,AT,M492E4FZD/A,2022-09-23,,Y,2026-04-17 15:11:39.194901,MDM_PRODUCT
M492E4FLL/A,PL,M492E4FZE/A,2022-09-23,,Y,2026-04-17 15:11:39.194904,MDM_PRODUCT
M492E4FLL/A,TR,M492E4FTU/A,2022-09-24,,Y,2026-04-17 15:11:39.194908,MDM_PRODUCT
M492E4FLL/A,ZA,M492E4FXA/A,2022-10-10,,Y,2026-04-17 15:11:39.194912,MDM_PRODUCT
M492E4FLL/A,IL,M492E4FHB/A,2022-09-25,,Y,2026-04-17 15:11:39.194916,MDM_PRODUCT
M492E4FLL/A,JP,M492E4FJ/A,2022-09-18,,Y,2026-04-17 15:11:39.194920,MDM_PRODUCT
M492E4FLL/A,CN,M492E4FCH/A,2022-09-22,,Y,2026-04-17 15:11:39.194923,MDM_PRODUCT
M492E4FLL/A,HK,M492E4FZP/A,2022-09-22,,Y,2026-04-17 15:11:39.194927,MDM_PRODUCT
M492E4FLL/A,TW,M492E4FFE/A,2022-09-22,,Y,2026-04-17 15:11:39.194931,MDM_PRODUCT
M492E4FLL/A,KR,M492E4FKH/A,2022-09-17,,Y,2026-04-17 15:11:39.194935,MDM_PRODUCT
M492E4FLL/A,IN,M492E4FHN/A,2022-10-13,,Y,2026-04-17 15:11:39.194939,MDM_PRODUCT
M492E4FLL/A,AU,M492E4FX/A,2022-09-17,,Y,2026-04-17 15:11:39.194942,MDM_PRODUCT
M492E4FLL/A,NZ,M492E4FX/A,2022-09-25,,Y,2026-04-17 15:11:39.194946,MDM_PRODUCT
M492E4FLL/A,SG,M492E4FZA/A,2022-09-20,,Y,2026-04-17 15:11:39.194950,MDM_PRODUCT
M492E4FLL/A,MY,M492E4FD/A,2022-10-13,,Y,2026-04-17 15:11:39.194954,MDM_PRODUCT
M492E4FLL/A,TH,M492E4FTH/A,2022-10-05,,Y,2026-04-17 15:11:39.194958,MDM_PRODUCT
M492E4FLL/A,AE,M492E4FAB/A,2022-09-30,,Y,2026-04-17 15:11:39.194962,MDM_PRODUCT
M492E4FLL/A,SA,M492E4FAB/A,2022-09-30,,Y,2026-04-17 15:11:39.194965,MDM_PRODUCT
MCF3B24LL/A,US,MCF3B24LL/A,2022-09-16,,Y,2026-04-17 15:11:39.194988,MDM_PRODUCT
MCF3B24LL/A,CA,MCF3B24VC/A,2022-09-17,,Y,2026-04-17 15:11:39.194992,MDM_PRODUCT
MCF3B24LL/A,MX,MCF3B24LM/A,2022-09-22,,Y,2026-04-17 15:11:39.194996,MDM_PRODUCT
MCF3B24LL/A,BR,MCF3B24BZ/A,2022-09-28,,Y,2026-04-17 15:11:39.195000,MDM_PRODUCT
MCF3B24LL/A,UK,MCF3B24B/A,2022-09-19,,Y,2026-04-17 15:11:39.195004,MDM_PRODUCT
MCF3B24LL/A,DE,MCF3B24ZD/A,2022-09-17,,Y,2026-04-17 15:11:39.195008,MDM_PRODUCT
MCF3B24LL/A,FR,MCF3B24NF/A,2022-09-18,,Y,2026-04-17 15:11:39.195012,MDM_PRODUCT
