sku_code,model_code,variant,price_tier,global_launch_date,is_active,created_at,source_system
MC69253LL/A,IPH202301,256GB / Pink,Premium,2023-09-22,Y,2026-04-17 15:11:39.197055,ERP_SKU
M47A8A6LL/A,IPH202301,256GB / Yellow,Premium,2023-09-22,Y,2026-04-17 15:11:39.197056,ERP_SKU
MA83831LL/A,IPH202301,512GB / Black,Premium,2023-09-22,Y,2026-04-17 15:11:39.197057,ERP_SKU
M985889LL/A,IPH202301,512GB / Blue,Premium,2023-09-22,Y,2026-04-17 15:11:39.197059,ERP_SKU
M736D28LL/A,IPH202301,512GB / Green,Premium,2023-09-22,Y,2026-04-17 15:11:39.197060,ERP_SKU
M00B87BLL/A,IPH202301,512GB / Pink,Premium,2023-09-22,Y,2026-04-17 15:11:39.197061,ERP_SKU
M1DD06CLL/A,IPH202301,512GB / Yellow,Premium,2023-09-22,Y,2026-04-17 15:11:39.197062,ERP_SKU
MAE716DLL/A,IPH202302,128GB / Black,Premium,2023-09-22,Y,2026-04-17 15:11:39.199471,ERP_SKU
MCD5039LL/A,IPH202302,128GB / Blue,Premium,2023-09-22,Y,2026-04-17 15:11:39.199473,ERP_SKU
M366A76LL/A,IPH202302,128GB / Green,Premium,2023-09-22,Y,2026-04-17 15:11:39.199474,ERP_SKU
M705170LL/A,IPH202302,128GB / Pink,Premium,2023-09-22,Y,2026-04-17 15:11:39.199475,ERP_SKU
M2D5EBDLL/A,IPH202302,128GB / Yellow,Premium,2023-09-22,Y,2026-04-17 15:11:39.199477,ERP_SKU
M3CF7E9LL/A,IPH202302,256GB / Black,Premium,2023-09-22,Y,2026-04-17 15:11:39.199478,ERP_SKU
M699A0ELL/A,IPH202302,256GB / Blue,Premium,2023-09-22,Y,2026-04-17 15:11:39.199479,ERP_SKU
M3C1008LL/A,IPH202302,256GB / Green,Premium,2023-09-22,Y,2026-04-17 15:11:39.199480,ERP_SKU
MC26E85LL/A,IPH202302,256GB / Pink,Premium,2023-09-22,Y,2026-04-17 15:11:39.199481,ERP_SKU
M86147BLL/A,IPH202302,256GB / Yellow,Premium,2023-09-22,Y,2026-04-17 15:11:39.199483,ERP_SKU
MC5C9B6LL/A,IPH202302,512GB / Black,Premium,2023-09-22,Y,2026-04-17 15:11:39.199484,ERP_SKU
M6F3231LL/A,IPH202302,512GB / Blue,Premium,2023-09-22,Y,2026-04-17 15:11:39.199485,ERP_SKU
M261375LL/A,IPH202302,512GB / Green,Premium,2023-09-22,Y,2026-04-17 15:11:39.199486,ERP_SKU
MD8FB2ALL/A,IPH202302,512GB / Pink,Premium,2023-09-22,Y,2026-04-17 15:11:39.199487,ERP_SKU
M4AEA8CLL/A,IPH202302,512GB / Yellow,Premium,2023-09-22,Y,2026-04-17 15:11:39.199489,ERP_SKU
MFF93EBLL/A,IPH202303,256GB / Black Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202000,ERP_SKU
MC20377LL/A,IPH202303,256GB / White Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202002,ERP_SKU
M4BF5EBLL/A,IPH202303,256GB / Blue Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202003,ERP_SKU
M20ABD0LL/A,IPH202303,256GB / Natural Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202005,ERP_SKU
MC30BA8LL/A,IPH202303,512GB / Black Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202006,ERP_SKU
MEAE40DLL/A,IPH202303,512GB / White Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202007,ERP_SKU
M5B5668LL/A,IPH202303,512GB / Blue Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202009,ERP_SKU
ME414DBLL/A,IPH202303,512GB / Natural Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202010,ERP_SKU
M992AF4LL/A,IPH202303,1TB / Black Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202011,ERP_SKU
M3AC87DLL/A,IPH202303,1TB / White Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202012,ERP_SKU
MADA688LL/A,IPH202303,1TB / Blue Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202014,ERP_SKU
M972316LL/A,IPH202303,1TB / Natural Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.202015,ERP_SKU
MAAA73CLL/A,IPH202304,256GB / Black Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204007,ERP_SKU
M7D99E2LL/A,IPH202304,256GB / White Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204008,ERP_SKU
M54E142LL/A,IPH202304,256GB / Blue Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204009,ERP_SKU
MFA785CLL/A,IPH202304,256GB / Natural Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204011,ERP_SKU
M4FB32ALL/A,IPH202304,512GB / Black Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204012,ERP_SKU
MC461C9LL/A,IPH202304,512GB / White Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204013,ERP_SKU
M5BFD67LL/A,IPH202304,512GB / Blue Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204014,ERP_SKU
MEF174CLL/A,IPH202304,512GB / Natural Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204016,ERP_SKU
MD4ACF1LL/A,IPH202304,1TB / Black Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204019,ERP_SKU
M0C0767LL/A,IPH202304,1TB / White Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204021,ERP_SKU
M0B1EB1LL/A,IPH202304,1TB / Blue Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204022,ERP_SKU
M574DAELL/A,IPH202304,1TB / Natural Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.204023,ERP_SKU
MC12B81LL/A,IPH202401,128GB / Black,Premium,2024-09-20,Y,2026-04-17 15:11:39.205902,ERP_SKU
M7D329CLL/A,IPH202401,128GB / White,Premium,2024-09-20,Y,2026-04-17 15:11:39.205903,ERP_SKU
M3ED440LL/A,IPH202401,128GB / Pink,Premium,2024-09-20,Y,2026-04-17 15:11:39.205904,ERP_SKU
M199387LL/A,IPH202401,128GB / Teal,Premium,2024-09-20,Y,2026-04-17 15:11:39.205906,ERP_SKU
M0DEE0CLL/A,IPH202401,128GB / Ultramarine,Premium,2024-09-20,Y,2026-04-17 15:11:39.205907,ERP_SKU
MCFDD30LL/A,IPH202401,256GB / Black,Premium,2024-09-20,Y,2026-04-17 15:11:39.205908,ERP_SKU
MF1EA7BLL/A,IPH202401,256GB / White,Premium,2024-09-20,Y,2026-04-17 15:11:39.205909,ERP_SKU
M017E81LL/A,IPH202401,256GB / Pink,Premium,2024-09-20,Y,2026-04-17 15:11:39.205911,ERP_SKU
MDEBBEALL/A,IPH202401,256GB / Teal,Premium,2024-09-20,Y,2026-04-17 15:11:39.205912,ERP_SKU
M206E00LL/A,IPH202401,256GB / Ultramarine,Premium,2024-09-20,Y,2026-04-17 15:11:39.205913,ERP_SKU
MBF5C4FLL/A,IPH202401,512GB / Black,Premium,2024-09-20,Y,2026-04-17 15:11:39.205914,ERP_SKU
M6B4B49LL/A,IPH202401,512GB / White,Premium,2024-09-20,Y,2026-04-17 15:11:39.205915,ERP_SKU
M4F969CLL/A,IPH202401,512GB / Pink,Premium,2024-09-20,Y,2026-04-17 15:11:39.205916,ERP_SKU
M343E58LL/A,IPH202401,512GB / Teal,Premium,2024-09-20,Y,2026-04-17 15:11:39.205918,ERP_SKU
M229860LL/A,IPH202401,512GB / Ultramarine,Premium,2024-09-20,Y,2026-04-17 15:11:39.205919,ERP_SKU
M0F173BLL/A,IPH202402,128GB / Black,Premium,2024-09-20,Y,2026-04-17 15:11:39.208386,ERP_SKU
M57AA4CLL/A,IPH202402,128GB / White,Premium,2024-09-20,Y,2026-04-17 15:11:39.208388,ERP_SKU
MFBA06DLL/A,IPH202402,128GB / Pink,Premium,2024-09-20,Y,2026-04-17 15:11:39.208390,ERP_SKU
M6ACF66LL/A,IPH202402,128GB / Teal,Premium,2024-09-20,Y,2026-04-17 15:11:39.208391,ERP_SKU
M71C23CLL/A,IPH202402,128GB / Ultramarine,Premium,2024-09-20,Y,2026-04-17 15:11:39.208392,ERP_SKU
M6B7BCBLL/A,IPH202402,256GB / Black,Premium,2024-09-20,Y,2026-04-17 15:11:39.208394,ERP_SKU
ME4A85DLL/A,IPH202402,256GB / White,Premium,2024-09-20,Y,2026-04-17 15:11:39.208395,ERP_SKU
M4215D1LL/A,IPH202402,256GB / Pink,Premium,2024-09-20,Y,2026-04-17 15:11:39.208396,ERP_SKU
MB0B416LL/A,IPH202402,256GB / Teal,Premium,2024-09-20,Y,2026-04-17 15:11:39.208397,ERP_SKU
MEF353CLL/A,IPH202402,256GB / Ultramarine,Premium,2024-09-20,Y,2026-04-17 15:11:39.208398,ERP_SKU
ME3666BLL/A,IPH202402,512GB / Black,Premium,2024-09-20,Y,2026-04-17 15:11:39.208400,ERP_SKU
MBA436ALL/A,IPH202402,512GB / White,Premium,2024-09-20,Y,2026-04-17 15:11:39.208401,ERP_SKU
MABE30DLL/A,IPH202402,512GB / Pink,Premium,2024-09-20,Y,2026-04-17 15:11:39.208402,ERP_SKU
M06E696LL/A,IPH202402,512GB / Teal,Premium,2024-09-20,Y,2026-04-17 15:11:39.208403,ERP_SKU
MF782A6LL/A,IPH202402,512GB / Ultramarine,Premium,2024-09-20,Y,2026-04-17 15:11:39.208404,ERP_SKU
M449B37LL/A,IPH202403,256GB / Black Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210898,ERP_SKU
M3CCFBALL/A,IPH202403,256GB / White Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210900,ERP_SKU
M9F6416LL/A,IPH202403,256GB / Desert Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210901,ERP_SKU
M271373LL/A,IPH202403,256GB / Natural Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210903,ERP_SKU
M85DA02LL/A,IPH202403,512GB / Black Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210904,ERP_SKU
M2D384ALL/A,IPH202403,512GB / White Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210905,ERP_SKU
MD3BCFELL/A,IPH202403,512GB / Desert Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210906,ERP_SKU
MB3B54ALL/A,IPH202403,512GB / Natural Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210908,ERP_SKU
M983D0FLL/A,IPH202403,1TB / Black Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210909,ERP_SKU
M8CA637LL/A,IPH202403,1TB / White Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210910,ERP_SKU
M1B39B9LL/A,IPH202403,1TB / Desert Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210912,ERP_SKU
MBFAAE2LL/A,IPH202403,1TB / Natural Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.210913,ERP_SKU
MA93E8FLL/A,IPH202404,256GB / Black Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.212987,ERP_SKU
MAC8F33LL/A,IPH202404,256GB / White Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.212988,ERP_SKU
M971E78LL/A,IPH202404,256GB / Desert Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.212994,ERP_SKU
MF04033LL/A,IPH202404,256GB / Natural Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.212995,ERP_SKU
M81D7ADLL/A,IPH202404,512GB / Black Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.212996,ERP_SKU
M6937C4LL/A,IPH202404,512GB / White Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.212997,ERP_SKU
M4BA987LL/A,IPH202404,512GB / Desert Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.212999,ERP_SKU
MFF3639LL/A,IPH202404,512GB / Natural Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.213000,ERP_SKU
MEA6A01LL/A,IPH202404,1TB / Black Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.213001,ERP_SKU
MF164F3LL/A,IPH202404,1TB / White Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.213002,ERP_SKU
ME6D45BLL/A,IPH202404,1TB / Desert Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.213004,ERP_SKU
M06048DLL/A,IPH202404,1TB / Natural Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.213005,ERP_SKU
MA5A2A6LL/A,IPD201901,64GB / Blue,Standard,2019-09-25,Y,2026-04-17 15:11:39.214951,ERP_SKU
M254F50LL/A,IPD201901,64GB / Pink,Standard,2019-09-25,Y,2026-04-17 15:11:39.214952,ERP_SKU
M11545ELL/A,IPD201901,64GB / Silver,Standard,2019-09-25,Y,2026-04-17 15:11:39.214953,ERP_SKU
MC7FDA7LL/A,IPD201901,64GB / Yellow,Standard,2019-09-25,Y,2026-04-17 15:11:39.214955,ERP_SKU
M0E5F27LL/A,IPD201901,256GB / Blue,Standard,2019-09-25,Y,2026-04-17 15:11:39.214958,ERP_SKU
M159997LL/A,IPD201901,256GB / Pink,Standard,2019-09-25,Y,2026-04-17 15:11:39.214959,ERP_SKU
M015F27LL/A,IPD201901,256GB / Silver,Standard,2019-09-25,Y,2026-04-17 15:11:39.214960,ERP_SKU
M6A94D1LL/A,IPD201901,256GB / Yellow,Standard,2019-09-25,Y,2026-04-17 15:11:39.214961,ERP_SKU
MAFD7C5LL/A,IPD201902,64GB / Blue,Standard,2019-03-18,Y,2026-04-17 15:11:39.216213,ERP_SKU
M41011BLL/A,IPD201902,64GB / Pink,Standard,2019-03-18,Y,2026-04-17 15:11:39.216214,ERP_SKU
ME13B2CLL/A,IPD201902,64GB / Silver,Standard,2019-03-18,Y,2026-04-17 15:11:39.216215,ERP_SKU
MA656F7LL/A,IPD201902,64GB / Yellow,Standard,2019-03-18,Y,2026-04-17 15:11:39.216216,ERP_SKU
M01F3FFLL/A,IPD201902,256GB / Blue,Standard,2019-03-18,Y,2026-04-17 15:11:39.216218,ERP_SKU
MD1987FLL/A,IPD201902,256GB / Pink,Standard,2019-03-18,Y,2026-04-17 15:11:39.216219,ERP_SKU
MF967CALL/A,IPD201902,256GB / Silver,Standard,2019-03-18,Y,2026-04-17 15:11:39.216220,ERP_SKU
MB1622BLL/A,IPD201902,256GB / Yellow,Standard,2019-03-18,Y,2026-04-17 15:11:39.216221,ERP_SKU
M526EADLL/A,IPD201903,128GB / Blue,Premium,2019-03-18,Y,2026-04-17 15:11:39.217468,ERP_SKU
M209250LL/A,IPD201903,128GB / Purple,Premium,2019-03-18,Y,2026-04-17 15:11:39.217470,ERP_SKU
M040D08LL/A,IPD201903,128GB / Starlight,Premium,2019-03-18,Y,2026-04-17 15:11:39.217471,ERP_SKU
M3D3735LL/A,IPD201903,128GB / Space Gray,Premium,2019-03-18,Y,2026-04-17 15:11:39.217472,ERP_SKU
M09C1B5LL/A,IPD201903,256GB / Blue,Premium,2019-03-18,Y,2026-04-17 15:11:39.217473,ERP_SKU
M06E81CLL/A,IPD201903,256GB / Purple,Premium,2019-03-18,Y,2026-04-17 15:11:39.217474,ERP_SKU
MF6B64DLL/A,IPD201903,256GB / Starlight,Premium,2019-03-18,Y,2026-04-17 15:11:39.217476,ERP_SKU
M7AB303LL/A,IPD201903,256GB / Space Gray,Premium,2019-03-18,Y,2026-04-17 15:11:39.217477,ERP_SKU
M26F327LL/A,IPD201904,256GB / Space Gray,Ultra,2019-03-18,Y,2026-04-17 15:11:39.218721,ERP_SKU
MEB16D5LL/A,IPD201904,256GB / Silver,Ultra,2019-03-18,Y,2026-04-17 15:11:39.218722,ERP_SKU
M764CD6LL/A,IPD201904,512GB / Space Gray,Ultra,2019-03-18,Y,2026-04-17 15:11:39.218724,ERP_SKU
MBC6A59LL/A,IPD201904,512GB / Silver,Ultra,2019-03-18,Y,2026-04-17 15:11:39.218725,ERP_SKU
MF09668LL/A,IPD201904,1TB / Space Gray,Ultra,2019-03-18,Y,2026-04-17 15:11:39.218726,ERP_SKU
MF3E03BLL/A,IPD201904,1TB / Silver,Ultra,2019-03-18,Y,2026-04-17 15:11:39.218727,ERP_SKU
MF4E44DLL/A,IPD201904,2TB / Space Gray,Ultra,2019-03-18,Y,2026-04-17 15:11:39.218729,ERP_SKU
M03DCDELL/A,IPD201904,2TB / Silver,Ultra,2019-03-18,Y,2026-04-17 15:11:39.218730,ERP_SKU
MFD267BLL/A,IPD201905,256GB / Space Gray,Ultra,2019-03-18,Y,2026-04-17 15:11:39.219995,ERP_SKU
MC49F57LL/A,IPD201905,256GB / Silver,Ultra,2019-03-18,Y,2026-04-17 15:11:39.219996,ERP_SKU
MEE46FFLL/A,IPD201905,512GB / Space Gray,Ultra,2019-03-18,Y,2026-04-17 15:11:39.219997,ERP_SKU
MEA2F10LL/A,IPD201905,512GB / Silver,Ultra,2019-03-18,Y,2026-04-17 15:11:39.219998,ERP_SKU
MA15732LL/A,IPD201905,1TB / Space Gray,Ultra,2019-03-18,Y,2026-04-17 15:11:39.220000,ERP_SKU
MFF4DA9LL/A,IPD201905,1TB / Silver,Ultra,2019-03-18,Y,2026-04-17 15:11:39.220001,ERP_SKU
MD78612LL/A,IPD201905,2TB / Space Gray,Ultra,2019-03-18,Y,2026-04-17 15:11:39.220002,ERP_SKU
M5F4198LL/A,IPD201905,2TB / Silver,Ultra,2019-03-18,Y,2026-04-17 15:11:39.220003,ERP_SKU
M15DB00LL/A,IPD202001,64GB / Blue,Standard,2020-09-18,Y,2026-04-17 15:11:39.221262,ERP_SKU
M1CAC72LL/A,IPD202001,64GB / Pink,Standard,2020-09-18,Y,2026-04-17 15:11:39.221263,ERP_SKU
M5597B8LL/A,IPD202001,64GB / Silver,Standard,2020-09-18,Y,2026-04-17 15:11:39.221264,ERP_SKU
M6C095ELL/A,IPD202001,64GB / Yellow,Standard,2020-09-18,Y,2026-04-17 15:11:39.221266,ERP_SKU
M13AA8ELL/A,IPD202001,256GB / Blue,Standard,2020-09-18,Y,2026-04-17 15:11:39.221267,ERP_SKU
MABA5AALL/A,IPD202001,256GB / Pink,Standard,2020-09-18,Y,2026-04-17 15:11:39.221268,ERP_SKU
M6ED064LL/A,IPD202001,256GB / Silver,Standard,2020-09-18,Y,2026-04-17 15:11:39.221269,ERP_SKU
M3137D8LL/A,IPD202001,256GB / Yellow,Standard,2020-09-18,Y,2026-04-17 15:11:39.221270,ERP_SKU
M7B5F40LL/A,IPD202002,128GB / Blue,Premium,2020-10-23,Y,2026-04-17 15:11:39.222565,ERP_SKU
MF344DELL/A,IPD202002,128GB / Purple,Premium,2020-10-23,Y,2026-04-17 15:11:39.222567,ERP_SKU
M74BDA8LL/A,IPD202002,128GB / Starlight,Premium,2020-10-23,Y,2026-04-17 15:11:39.222569,ERP_SKU
M9F9805LL/A,IPD202002,128GB / Space Gray,Premium,2020-10-23,Y,2026-04-17 15:11:39.222570,ERP_SKU
MF9D6F8LL/A,IPD202002,256GB / Blue,Premium,2020-10-23,Y,2026-04-17 15:11:39.222571,ERP_SKU
M40F0AELL/A,IPD202002,256GB / Purple,Premium,2020-10-23,Y,2026-04-17 15:11:39.222573,ERP_SKU
M7C3365LL/A,IPD202002,256GB / Starlight,Premium,2020-10-23,Y,2026-04-17 15:11:39.222574,ERP_SKU
M3D08F6LL/A,IPD202002,256GB / Space Gray,Premium,2020-10-23,Y,2026-04-17 15:11:39.222575,ERP_SKU
M863A7DLL/A,IPD202003,256GB / Space Gray,Ultra,2020-03-25,Y,2026-04-17 15:11:39.223929,ERP_SKU
M19BAF6LL/A,IPD202003,256GB / Silver,Ultra,2020-03-25,Y,2026-04-17 15:11:39.223930,ERP_SKU
MF196D7LL/A,IPD202003,512GB / Space Gray,Ultra,2020-03-25,Y,2026-04-17 15:11:39.223932,ERP_SKU
MC035E1LL/A,IPD202003,512GB / Silver,Ultra,2020-03-25,Y,2026-04-17 15:11:39.223933,ERP_SKU
M5611BCLL/A,IPD202003,1TB / Space Gray,Ultra,2020-03-25,Y,2026-04-17 15:11:39.223934,ERP_SKU
M8DFE2CLL/A,IPD202003,1TB / Silver,Ultra,2020-03-25,Y,2026-04-17 15:11:39.223935,ERP_SKU
M05019ALL/A,IPD202003,2TB / Space Gray,Ultra,2020-03-25,Y,2026-04-17 15:11:39.223937,ERP_SKU
MF5516FLL/A,IPD202003,2TB / Silver,Ultra,2020-03-25,Y,2026-04-17 15:11:39.223938,ERP_SKU
MF23E77LL/A,IPD202004,256GB / Space Gray,Ultra,2020-03-25,Y,2026-04-17 15:11:39.225231,ERP_SKU
M2067DCLL/A,IPD202004,256GB / Silver,Ultra,2020-03-25,Y,2026-04-17 15:11:39.225233,ERP_SKU
ME0A8B4LL/A,IPD202004,512GB / Space Gray,Ultra,2020-03-25,Y,2026-04-17 15:11:39.225234,ERP_SKU
MCD1932LL/A,IPD202004,512GB / Silver,Ultra,2020-03-25,Y,2026-04-17 15:11:39.225235,ERP_SKU
M9A3B51LL/A,IPD202004,1TB / Space Gray,Ultra,2020-03-25,Y,2026-04-17 15:11:39.225237,ERP_SKU
MC195B0LL/A,IPD202004,1TB / Silver,Ultra,2020-03-25,Y,2026-04-17 15:11:39.225238,ERP_SKU
MC2B066LL/A,IPD202004,2TB / Space Gray,Ultra,2020-03-25,Y,2026-04-17 15:11:39.225239,ERP_SKU
M3909D3LL/A,IPD202004,2TB / Silver,Ultra,2020-03-25,Y,2026-04-17 15:11:39.225240,ERP_SKU
M9D142FLL/A,IPD202101,64GB / Blue,Standard,2021-09-24,Y,2026-04-17 15:11:39.226536,ERP_SKU
M01E01DLL/A,IPD202101,64GB / Pink,Standard,2021-09-24,Y,2026-04-17 15:11:39.226538,ERP_SKU
MDC1EBDLL/A,IPD202101,64GB / Silver,Standard,2021-09-24,Y,2026-04-17 15:11:39.226539,ERP_SKU
MA91CC0LL/A,IPD202101,64GB / Yellow,Standard,2021-09-24,Y,2026-04-17 15:11:39.226542,ERP_SKU
M9364A6LL/A,IPD202101,256GB / Blue,Standard,2021-09-24,Y,2026-04-17 15:11:39.226543,ERP_SKU
MF67121LL/A,IPD202101,256GB / Pink,Standard,2021-09-24,Y,2026-04-17 15:11:39.226544,ERP_SKU
M1E546ELL/A,IPD202101,256GB / Silver,Standard,2021-09-24,Y,2026-04-17 15:11:39.226546,ERP_SKU
M1F8D08LL/A,IPD202101,256GB / Yellow,Standard,2021-09-24,Y,2026-04-17 15:11:39.226547,ERP_SKU
M508EACLL/A,IPD202102,64GB / Blue,Standard,2021-09-24,Y,2026-04-17 15:11:39.227814,ERP_SKU
M868777LL/A,IPD202102,64GB / Pink,Standard,2021-09-24,Y,2026-04-17 15:11:39.227815,ERP_SKU
M87D1F3LL/A,IPD202102,64GB / Silver,Standard,2021-09-24,Y,2026-04-17 15:11:39.227816,ERP_SKU
MC75960LL/A,IPD202102,64GB / Yellow,Standard,2021-09-24,Y,2026-04-17 15:11:39.227818,ERP_SKU
MD57812LL/A,IPD202102,256GB / Blue,Standard,2021-09-24,Y,2026-04-17 15:11:39.227821,ERP_SKU
M82A267LL/A,IPD202102,256GB / Pink,Standard,2021-09-24,Y,2026-04-17 15:11:39.227822,ERP_SKU
MDF3443LL/A,IPD202102,256GB / Silver,Standard,2021-09-24,Y,2026-04-17 15:11:39.227823,ERP_SKU
M7E3E71LL/A,IPD202102,256GB / Yellow,Standard,2021-09-24,Y,2026-04-17 15:11:39.227824,ERP_SKU
MD02F26LL/A,IPD202103,256GB / Space Gray,Ultra,2021-04-30,Y,2026-04-17 15:11:39.229082,ERP_SKU
M278DF6LL/A,IPD202103,256GB / Silver,Ultra,2021-04-30,Y,2026-04-17 15:11:39.229083,ERP_SKU
M2CB215LL/A,IPD202103,512GB / Space Gray,Ultra,2021-04-30,Y,2026-04-17 15:11:39.229084,ERP_SKU
M34AF74LL/A,IPD202103,512GB / Silver,Ultra,2021-04-30,Y,2026-04-17 15:11:39.229085,ERP_SKU
MFC0247LL/A,IPD202103,1TB / Space Gray,Ultra,2021-04-30,Y,2026-04-17 15:11:39.229087,ERP_SKU
MF8349FLL/A,IPD202103,1TB / Silver,Ultra,2021-04-30,Y,2026-04-17 15:11:39.229088,ERP_SKU
M3A72ABLL/A,IPD202103,2TB / Space Gray,Ultra,2021-04-30,Y,2026-04-17 15:11:39.229089,ERP_SKU
M894F32LL/A,IPD202103,2TB / Silver,Ultra,2021-04-30,Y,2026-04-17 15:11:39.229090,ERP_SKU
MEA99DBLL/A,IPD202104,256GB / Space Gray,Ultra,2021-04-30,Y,2026-04-17 15:11:39.230340,ERP_SKU
M648789LL/A,IPD202104,256GB / Silver,Ultra,2021-04-30,Y,2026-04-17 15:11:39.230341,ERP_SKU
MBFBE03LL/A,IPD202104,512GB / Space Gray,Ultra,2021-04-30,Y,2026-04-17 15:11:39.230342,ERP_SKU
MF495E2LL/A,IPD202104,512GB / Silver,Ultra,2021-04-30,Y,2026-04-17 15:11:39.230343,ERP_SKU
M35BB3FLL/A,IPD202104,1TB / Space Gray,Ultra,2021-04-30,Y,2026-04-17 15:11:39.230345,ERP_SKU
M63A7C0LL/A,IPD202104,1TB / Silver,Ultra,2021-04-30,Y,2026-04-17 15:11:39.230346,ERP_SKU
MAD6EC5LL/A,IPD202104,2TB / Space Gray,Ultra,2021-04-30,Y,2026-04-17 15:11:39.230347,ERP_SKU
M736B9DLL/A,IPD202104,2TB / Silver,Ultra,2021-04-30,Y,2026-04-17 15:11:39.230348,ERP_SKU
M15A02FLL/A,IPD202201,64GB / Blue,Standard,2022-10-26,Y,2026-04-17 15:11:39.231590,ERP_SKU
M21300ELL/A,IPD202201,64GB / Pink,Standard,2022-10-26,Y,2026-04-17 15:11:39.231591,ERP_SKU
MCE50BFLL/A,IPD202201,64GB / Silver,Standard,2022-10-26,Y,2026-04-17 15:11:39.231593,ERP_SKU
M4721ABLL/A,IPD202201,64GB / Yellow,Standard,2022-10-26,Y,2026-04-17 15:11:39.231594,ERP_SKU
M828728LL/A,IPD202201,256GB / Blue,Standard,2022-10-26,Y,2026-04-17 15:11:39.231595,ERP_SKU
M548979LL/A,IPD202201,256GB / Pink,Standard,2022-10-26,Y,2026-04-17 15:11:39.231596,ERP_SKU
MCA4A6FLL/A,IPD202201,256GB / Silver,Standard,2022-10-26,Y,2026-04-17 15:11:39.231598,ERP_SKU
M6F29CALL/A,IPD202201,256GB / Yellow,Standard,2022-10-26,Y,2026-04-17 15:11:39.231599,ERP_SKU
MF51CFFLL/A,IPD202202,128GB / Blue,Premium,2022-03-18,Y,2026-04-17 15:11:39.232865,ERP_SKU
M3FC776LL/A,IPD202202,128GB / Purple,Premium,2022-03-18,Y,2026-04-17 15:11:39.232867,ERP_SKU
M08F08FLL/A,IPD202202,128GB / Starlight,Premium,2022-03-18,Y,2026-04-17 15:11:39.232868,ERP_SKU
M2DACC0LL/A,IPD202202,128GB / Space Gray,Premium,2022-03-18,Y,2026-04-17 15:11:39.232869,ERP_SKU
M6DB8BALL/A,IPD202202,256GB / Blue,Premium,2022-03-18,Y,2026-04-17 15:11:39.232870,ERP_SKU
MB9D21CLL/A,IPD202202,256GB / Purple,Premium,2022-03-18,Y,2026-04-17 15:11:39.232872,ERP_SKU
M4E3DC9LL/A,IPD202202,256GB / Starlight,Premium,2022-03-18,Y,2026-04-17 15:11:39.232873,ERP_SKU
